Job ID,Agency,Posting Type,Business Title,Civil Service Title,Title Code No,Level,Job Category,Full-Time/Part-Time indicator,Salary Range From,Salary Range To,Salary Frequency,Work Location,Division/Work Unit,Job Description,Minimum Qual Requirements,Preferred Skills,Posting Date
383014,DEPT OF HEALTH/MENTAL HYGIENE,External,"Asthma Program Social Worker, Bureau of School Health/SH Medical",SPECIAL CONSULTANT (MENTAL HEA,51001,1,Health,F,58381,67138,Annual,"1 Court Square, Queens",SH Medical,,,,2019-02-06T00:00:00.000
383014,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Asthma Program Social Worker, Bureau of School Health/SH Medical",SPECIAL CONSULTANT (MENTAL HEA,51001,1,Health,F,58381,67138,Annual,"1 Court Square, Queens",SH Medical,,,,2019-02-06T00:00:00.000
383025,HOUSING PRESERVATION & DVLPMNT,External,Case Manager,COMMUNITY ASSOCIATE,56057,0,Constituent Services & Community Programs,F,37217,42799,Annual,100 Gold Street,HCV Unit,,,,2019-02-05T00:00:00.000
383025,HOUSING PRESERVATION & DVLPMNT,Internal,Case Manager,COMMUNITY ASSOCIATE,56057,0,Constituent Services & Community Programs,F,37217,42799,Annual,100 Gold Street,HCV Unit,,,,2019-02-05T00:00:00.000
383040,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Buprenorphine Technical Assistance Coordinator, Bureau of Alcohol and Drug Use Prevention, Care and Treatment",CITY RESEARCH SCIENTIST,21744,2,"Health Policy, Research & Analysis",F,73305,84301,Annual,42-09 28th Street,"Alcohol, Drug Prev & Treatment",,,,2019-02-07T00:00:00.000
383040,DEPT OF HEALTH/MENTAL HYGIENE,External,"Buprenorphine Technical Assistance Coordinator, Bureau of Alcohol and Drug Use Prevention, Care and Treatment",CITY RESEARCH SCIENTIST,21744,2,"Health Policy, Research & Analysis",F,73305,84301,Annual,42-09 28th Street,"Alcohol, Drug Prev & Treatment",,,,2019-02-07T00:00:00.000
383043,DEPT OF HEALTH/MENTAL HYGIENE,External,"School Mental Health Research and Evaluation Specialist, Bureau of Children, Youth & Families",CITY RESEARCH SCIENTIST,21744,2,"Health Policy, Research & Analysis",F,73305,84301,Annual,42-09 28th Street,"Children, Youth, & Families",,,,2019-02-05T00:00:00.000
383043,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"School Mental Health Research and Evaluation Specialist, Bureau of Children, Youth & Families",CITY RESEARCH SCIENTIST,21744,2,"Health Policy, Research & Analysis",F,73305,84301,Annual,42-09 28th Street,"Children, Youth, & Families",,,,2019-02-05T00:00:00.000
383045,DEPT OF ENVIRONMENT PROTECTION,External,EXECUTIVE PROGRAM MANAGER,ADMINISTRATIVE ENGINEER,10015,M3,"Engineering, Architecture, & Planning Policy, Research & Analysis",F,69940,186555,Annual,96-05 Horace Harding Expway,Heavy Construction/Administrat,,,,2019-02-08T00:00:00.000
383045,DEPT OF ENVIRONMENT PROTECTION,Internal,EXECUTIVE PROGRAM MANAGER,ADMINISTRATIVE ENGINEER,10015,M3,"Engineering, Architecture, & Planning Policy, Research & Analysis",F,69940,186555,Annual,96-05 Horace Harding Expway,Heavy Construction/Administrat,,,,2019-02-08T00:00:00.000
383051,HOUSING PRESERVATION & DVLPMNT,Internal,Attorney,AGENCY ATTORNEY,30087,1,Legal Affairs,F,58716,67523,Annual,100 Gold Street,Executive-Housing Incentives,,,,2019-02-05T00:00:00.000
383051,HOUSING PRESERVATION & DVLPMNT,External,Attorney,AGENCY ATTORNEY,30087,1,Legal Affairs,F,58716,67523,Annual,100 Gold Street,Executive-Housing Incentives,,,,2019-02-05T00:00:00.000
383057,DEPT OF ENVIRONMENT PROTECTION,External,Executive Program Manager,ADMINISTRATIVE CONSTRUCTION PR,82991,M3,"Engineering, Architecture, & Planning Policy, Research & Analysis",F,69940,186555,Annual,96-05 Horace Harding Expway,Heavy Construction/Administrat,,,,2019-02-11T00:00:00.000
383057,DEPT OF ENVIRONMENT PROTECTION,Internal,Executive Program Manager,ADMINISTRATIVE CONSTRUCTION PR,82991,M3,"Engineering, Architecture, & Planning Policy, Research & Analysis",F,69940,186555,Annual,96-05 Horace Harding Expway,Heavy Construction/Administrat,,,,2019-02-11T00:00:00.000
383058,OFFICE OF THE COMPTROLLER,Internal,Director of Construction Contracts,ADMINISTRATIVE PROCUREMENT ANA,82976,M4,"Finance, Accounting, & Procurement",F,120000,135000,Annual,"1 Centre St., N.Y.",Contract Administration,,,,2019-02-05T00:00:00.000
383058,OFFICE OF THE COMPTROLLER,External,Director of Construction Contracts,ADMINISTRATIVE PROCUREMENT ANA,82976,M4,"Finance, Accounting, & Procurement",F,120000,135000,Annual,"1 Centre St., N.Y.",Contract Administration,,,,2019-02-05T00:00:00.000
383059,TAXI & LIMOUSINE COMMISSION,Internal,Deputy Chief - Enforcement,ADMINISTRATIIVE TAXI & LIMOUSI,10079,M1,"Public Safety, Inspections, & Enforcement",F,56990,86913,Annual,24-55 Bklyn Qns Expy Woodside,Enforcement Inspector,,,,2019-02-05T00:00:00.000
383059,TAXI & LIMOUSINE COMMISSION,External,Deputy Chief - Enforcement,ADMINISTRATIIVE TAXI & LIMOUSI,10079,M1,"Public Safety, Inspections, & Enforcement",F,56990,86913,Annual,24-55 Bklyn Qns Expy Woodside,Enforcement Inspector,,,,2019-02-05T00:00:00.000
383061,POLICE DEPARTMENT,Internal,Police Administrative Aide,POLICE ADMINISTRATIVE AIDE,10144,0,Administration & Human Resources,F,35330,53619,Annual,Not Used,Not Used,,,,2019-02-14T00:00:00.000
383063,DEPARTMENT OF INVESTIGATION,Internal,Investigator,CONFIDENTIAL INVESTIGATOR,31143,2,"Legal Affairs Policy, Research & Analysis Public Safety, Inspections, & Enforcement",F,52384,60644,Annual,80 Maiden Lane,OIG NYPD,,,,2019-02-06T00:00:00.000
383063,DEPARTMENT OF INVESTIGATION,External,Investigator,CONFIDENTIAL INVESTIGATOR,31143,2,"Legal Affairs Policy, Research & Analysis Public Safety, Inspections, & Enforcement",F,52384,60644,Annual,80 Maiden Lane,OIG NYPD,,,,2019-02-06T00:00:00.000
383064,OFFICE OF THE COMPTROLLER,External,"Claim Specialist, Level II - Property Damage",CLAIM SPECIALIST,30726,2,"Policy, Research & Analysis",F,49591,57030,Annual,"1 Centre St., N.Y.",Law and Adjustment,,,,2019-02-05T00:00:00.000
383064,OFFICE OF THE COMPTROLLER,Internal,"Claim Specialist, Level II - Property Damage",CLAIM SPECIALIST,30726,2,"Policy, Research & Analysis",F,49591,57030,Annual,"1 Centre St., N.Y.",Law and Adjustment,,,,2019-02-05T00:00:00.000
383065,DEPT OF ENVIRONMENT PROTECTION,External,Executive Program Manager,ADMINISTRATIVE PROJECT MANAGER,83008,M3,"Engineering, Architecture, & Planning Policy, Research & Analysis",F,69940,186555,Annual,96-05 Horace Harding Expway,Heavy Construction/Administrat,,,,2019-02-11T00:00:00.000
383065,DEPT OF ENVIRONMENT PROTECTION,Internal,Executive Program Manager,ADMINISTRATIVE PROJECT MANAGER,83008,M3,"Engineering, Architecture, & Planning Policy, Research & Analysis",F,69940,186555,Annual,96-05 Horace Harding Expway,Heavy Construction/Administrat,,,,2019-02-11T00:00:00.000
383066,TAXI & LIMOUSINE COMMISSION,Internal,Data Entry Administrator,COMMUNITY ASSISTANT,56056,0,"Public Safety, Inspections, & Enforcement",F,15.1212,19.6178,Hourly,24-55 Bklyn Qns Expy Woodside,Safety & Emissions Admin,,,,2019-02-05T00:00:00.000
383066,TAXI & LIMOUSINE COMMISSION,External,Data Entry Administrator,COMMUNITY ASSISTANT,56056,0,"Public Safety, Inspections, & Enforcement",F,15.1212,19.6178,Hourly,24-55 Bklyn Qns Expy Woodside,Safety & Emissions Admin,,,,2019-02-05T00:00:00.000
383072,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Financial Analyst, Prevention and Primary Care",ECONOMIST,40910,1,"Finance, Accounting, & Procurement Health",F,44104,64800,Annual,42-09 28th Street,Prevention and Primary Care,,,,2019-02-07T00:00:00.000
383072,DEPT OF HEALTH/MENTAL HYGIENE,External,"Financial Analyst, Prevention and Primary Care",ECONOMIST,40910,1,"Finance, Accounting, & Procurement Health",F,44104,64800,Annual,42-09 28th Street,Prevention and Primary Care,,,,2019-02-07T00:00:00.000
383076,TAXI & LIMOUSINE COMMISSION,Internal,Deputy Director of Fitness Review Unit,AGENCY ATTORNEY,30087,2,Legal Affairs,F,66326,82000,Annual,"31-00 47 Ave, 3 FL, LIC NY",Fitness Review Unit (FRU),,,,2019-02-05T00:00:00.000
383076,TAXI & LIMOUSINE COMMISSION,External,Deputy Director of Fitness Review Unit,AGENCY ATTORNEY,30087,2,Legal Affairs,F,66326,82000,Annual,"31-00 47 Ave, 3 FL, LIC NY",Fitness Review Unit (FRU),,,,2019-02-05T00:00:00.000
383078,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Analyst, Office of External Affairs",ASSOCIATE CONTRACT SPECIALIST,40562,0,Health,F,58440,72360,Annual,42-09 28th Street,OEA Administration,,,,2019-02-07T00:00:00.000
383078,DEPT OF HEALTH/MENTAL HYGIENE,External,"Analyst, Office of External Affairs",ASSOCIATE CONTRACT SPECIALIST,40562,0,Health,F,58440,72360,Annual,42-09 28th Street,OEA Administration,,,,2019-02-07T00:00:00.000
383081,TAXI & LIMOUSINE COMMISSION,External,Policy Analyst- Data,COMMUNITY ASSOCIATE,56057,0,"Policy, Research & Analysis",F,48000,52524,Annual,"33 Beaver St, New York Ny",Office of Data & Technology,,,,2019-02-05T00:00:00.000
383081,TAXI & LIMOUSINE COMMISSION,Internal,Policy Analyst- Data,COMMUNITY ASSOCIATE,56057,0,"Policy, Research & Analysis",F,48000,52524,Annual,"33 Beaver St, New York Ny",Office of Data & Technology,,,,2019-02-05T00:00:00.000
383085,DEPARTMENT OF BUSINESS SERV.,External,ENGAGEMENT ASSOCIATE,COMMUNITY COORDINATOR,56058,0,Communications & Intergovernmental Affairs,F,52524,55000,Annual,110 William St. N Y,Executive,,,,2019-02-11T00:00:00.000
383085,DEPARTMENT OF BUSINESS SERV.,Internal,ENGAGEMENT ASSOCIATE,COMMUNITY COORDINATOR,56058,0,Communications & Intergovernmental Affairs,F,52524,55000,Annual,110 William St. N Y,Executive,,,,2019-02-11T00:00:00.000
383104,HRA/DEPT OF SOCIAL SERVICES,Internal,DEPUTY HUMAN RESOURCES BUSINESS PARTNER (HRBP),ASSOCIATE STAFF ANALYST,12627,0,Administration & Human Resources Social Services,F,65731,75591,Annual,4 World Trade Center,Off of Human Capital Mgmt NM,,,,2019-02-07T00:00:00.000
383105,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Special Assistant,  Office of the Commissioner",CITY RESEARCH SCIENTIST,21744,2,"Health Policy, Research & Analysis",F,73305,84301,Annual,42-09 28th Street,Commissioners Office,,,,2019-02-06T00:00:00.000
383105,DEPT OF HEALTH/MENTAL HYGIENE,External,"Special Assistant,  Office of the Commissioner",CITY RESEARCH SCIENTIST,21744,2,"Health Policy, Research & Analysis",F,73305,84301,Annual,42-09 28th Street,Commissioners Office,,,,2019-02-06T00:00:00.000
383115,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Project Manager, Bureau of IT Strategy and Project Management",SENIOR IT ARCHITECT,95711,0,"Health Technology, Data & Innovation",F,0,110000,Annual,42-09 28th Street,IT Strategy Project Management,,,,2019-02-06T00:00:00.000
383115,DEPT OF HEALTH/MENTAL HYGIENE,External,"Project Manager, Bureau of IT Strategy and Project Management",SENIOR IT ARCHITECT,95711,0,"Health Technology, Data & Innovation",F,0,110000,Annual,42-09 28th Street,IT Strategy Project Management,,,,2019-02-06T00:00:00.000
383131,DEPT OF HEALTH/MENTAL HYGIENE,External,"Contract Manager,  Office of the Agency Chief Contracting Officer/ACCO/Contracts",CONTRACT SPECIALIST,40561,1,"Finance, Accounting, & Procurement Health",F,40316,64800,Annual,42-09 28th Street,Acco/Contracts,,,,2019-02-06T00:00:00.000
383131,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Contract Manager,  Office of the Agency Chief Contracting Officer/ACCO/Contracts",CONTRACT SPECIALIST,40561,1,"Finance, Accounting, & Procurement Health",F,40316,64800,Annual,42-09 28th Street,Acco/Contracts,,,,2019-02-06T00:00:00.000
383134,HOUSING PRESERVATION & DVLPMNT,External,Rent Increase Specialist,COMMUNITY ASSOCIATE,56057,0,Constituent Services & Community Programs,F,37217,61936,Annual,100 Gold Street,Moderate Rehab Program,,,,2019-02-06T00:00:00.000
383134,HOUSING PRESERVATION & DVLPMNT,Internal,Rent Increase Specialist,COMMUNITY ASSOCIATE,56057,0,Constituent Services & Community Programs,F,37217,61936,Annual,100 Gold Street,Moderate Rehab Program,,,,2019-02-06T00:00:00.000
383135,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Emergency Preparedness and Response (EPR) Program Development Specialist,PUBLIC HEALTH EMERGENCY PREPAR,51197,1,Health,F,45250,74500,Annual,42-09 28th Street,Grants Management & Admin,,,,2019-02-13T00:00:00.000
383135,DEPT OF HEALTH/MENTAL HYGIENE,External,Emergency Preparedness and Response (EPR) Program Development Specialist,PUBLIC HEALTH EMERGENCY PREPAR,51197,1,Health,F,45250,74500,Annual,42-09 28th Street,Grants Management & Admin,,,,2019-02-13T00:00:00.000
383136,DEPT OF ENVIRONMENT PROTECTION,External,Executive Assistant,PRINCIPAL ADMINISTRATIVE ASSOC,10124,2,Administration & Human Resources Communications & Intergovernmental Affairs,F,49390,71794,Annual,"7870 State Rd 42 Grahamsville,",Del Div Office Delaware Upst,,,,2019-02-11T00:00:00.000
383136,DEPT OF ENVIRONMENT PROTECTION,Internal,Executive Assistant,PRINCIPAL ADMINISTRATIVE ASSOC,10124,2,Administration & Human Resources Communications & Intergovernmental Affairs,F,49390,71794,Annual,"7870 State Rd 42 Grahamsville,",Del Div Office Delaware Upst,,,,2019-02-11T00:00:00.000
383142,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Chief Communications Officer, Office of the Commissioner",ADMINISTRATIVE BUSINESS PROMOT,10009,M1,Health,F,56990,125000,Annual,42-09 28th Street,Commissioners Office,,,,2019-02-06T00:00:00.000
383142,DEPT OF HEALTH/MENTAL HYGIENE,External,"Chief Communications Officer, Office of the Commissioner",ADMINISTRATIVE BUSINESS PROMOT,10009,M1,Health,F,56990,125000,Annual,42-09 28th Street,Commissioners Office,,,,2019-02-06T00:00:00.000
383143,HOUSING PRESERVATION & DVLPMNT,Internal,Credit Analyst,HOUSING DEVELOPMENT SPECIALIST,22507,2,"Policy, Research & Analysis",F,65783,85000,Annual,100 Gold Street,Operations,,,,2019-02-06T00:00:00.000
383143,HOUSING PRESERVATION & DVLPMNT,External,Credit Analyst,HOUSING DEVELOPMENT SPECIALIST,22507,2,"Policy, Research & Analysis",F,65783,85000,Annual,100 Gold Street,Operations,,,,2019-02-06T00:00:00.000
383153,TAXI & LIMOUSINE COMMISSION,Internal,Assistant General Counsel,AGENCY ATTORNEY,30087,1,Legal Affairs,F,58716,70000,Annual,"33 Beaver St, New York Ny",Legal Affairs,,,,2019-02-06T00:00:00.000
383153,TAXI & LIMOUSINE COMMISSION,External,Assistant General Counsel,AGENCY ATTORNEY,30087,1,Legal Affairs,F,58716,70000,Annual,"33 Beaver St, New York Ny",Legal Affairs,,,,2019-02-06T00:00:00.000
383163,POLICE DEPARTMENT,Internal,"Executive Director, Services and Capital Planning",ADM CONSTRUCTION PRJ MGR-NM,8299A,0,"Engineering, Architecture, & Planning Building Operations & Maintenance",F,52137,141865,Annual,"1 Police Plaza, N.Y.",Facility Mgmt Div/Civ & Cad,,,,2019-02-11T00:00:00.000
383163,POLICE DEPARTMENT,External,"Executive Director, Services and Capital Planning",ADM CONSTRUCTION PRJ MGR-NM,8299A,0,"Engineering, Architecture, & Planning Building Operations & Maintenance",F,52137,141865,Annual,"1 Police Plaza, N.Y.",Facility Mgmt Div/Civ & Cad,,,,2019-02-11T00:00:00.000
383164,DEPARTMENT OF CORRECTION,External,Supervisor of Mechanics,SUPERVISOR OF MECHANICS,90774,0,Building Operations & Maintenance,F,496.88,496.88,Daily,"Hazen St-Sod-Supp.Svcs., E.Elm",F.M.R.D. Civilian,,,,2019-02-06T00:00:00.000
383164,DEPARTMENT OF CORRECTION,Internal,Supervisor of Mechanics,SUPERVISOR OF MECHANICS,90774,0,Building Operations & Maintenance,F,496.88,496.88,Daily,"Hazen St-Sod-Supp.Svcs., E.Elm",F.M.R.D. Civilian,,,,2019-02-06T00:00:00.000
383167,DEPT OF DESIGN & CONSTRUCTION,External,Executive Director,ADMINISTRATIVE ENGINEER,10015,M3,"Engineering, Architecture, & Planning",F,69940,186555,Annual,30-30 Thomson Ave L I City Qns,Infra-Design-Various,,,,2019-02-14T00:00:00.000
383167,DEPT OF DESIGN & CONSTRUCTION,Internal,Executive Director,ADMINISTRATIVE ENGINEER,10015,M3,"Engineering, Architecture, & Planning",F,69940,186555,Annual,30-30 Thomson Ave L I City Qns,Infra-Design-Various,,,,2019-02-14T00:00:00.000
383174,NYC HOUSING AUTHORITY,Internal,CARETAKER X,CARETAKER (HA),90645,0,Building Operations & Maintenance,F,29636,43079,Annual,Straus,Mixed Finance Property MGMT,,,,2019-02-14T00:00:00.000
383179,DEPARTMENT OF BUILDINGS,External,Plumbing Inspector,INSPECTOR (PLUMBING),31629,0,"Public Safety, Inspections, & Enforcement",F,49862,61800,Annual,NYC - All Boroughs,Citywide,,,,2019-02-06T00:00:00.000
383179,DEPARTMENT OF BUILDINGS,Internal,Plumbing Inspector,INSPECTOR (PLUMBING),31629,0,"Public Safety, Inspections, & Enforcement",F,49862,61800,Annual,NYC - All Boroughs,Citywide,,,,2019-02-06T00:00:00.000
383183,FINANCIAL INFO SVCS AGENCY,Internal,FMS ARCHITECT/DEVELOPER,IT AUTOMATION AND MONITORING E,95712,0,"Technology, Data & Innovation",F,75000,115000,Annual,5 Manhattan West,OPS/FS/Technical Systems,,,,2019-02-06T00:00:00.000
383183,FINANCIAL INFO SVCS AGENCY,External,FMS ARCHITECT/DEVELOPER,IT AUTOMATION AND MONITORING E,95712,0,"Technology, Data & Innovation",F,75000,115000,Annual,5 Manhattan West,OPS/FS/Technical Systems,,,,2019-02-06T00:00:00.000
383185,DEPT OF ENVIRONMENT PROTECTION,External,Budget Analyst,PROJECT MANAGER,22426,0,"Finance, Accounting, & Procurement",F,55416,74479,Annual,59-17 Junction Blvd Corona Ny,Capital Budget Management,,,,2019-02-11T00:00:00.000
383185,DEPT OF ENVIRONMENT PROTECTION,Internal,Budget Analyst,PROJECT MANAGER,22426,0,"Finance, Accounting, & Procurement",F,55416,74479,Annual,59-17 Junction Blvd Corona Ny,Capital Budget Management,,,,2019-02-11T00:00:00.000
383189,ADMIN TRIALS AND HEARINGS,Internal,Penalty Processing Assistant,COMMUNITY ASSISTANT,56056,0,Administration & Human Resources,F,31573,40962,Annual,"66 John Street, New York, Ny",Clerk's Office MA,,,,2019-02-12T00:00:00.000
383189,ADMIN TRIALS AND HEARINGS,External,Penalty Processing Assistant,COMMUNITY ASSISTANT,56056,0,Administration & Human Resources,F,31573,40962,Annual,"66 John Street, New York, Ny",Clerk's Office MA,,,,2019-02-12T00:00:00.000
383190,DEPARTMENT OF BUILDINGS,External,Elevator Inspector,INSPECTOR (ELEVATORS),31624,0,"Public Safety, Inspections, & Enforcement",F,49862,72836,Annual,"280 Broadway, 4th Floor, N.Y.",Construction Safety/Elevators,,,,2019-02-06T00:00:00.000
383190,DEPARTMENT OF BUILDINGS,Internal,Elevator Inspector,INSPECTOR (ELEVATORS),31624,0,"Public Safety, Inspections, & Enforcement",F,49862,72836,Annual,"280 Broadway, 4th Floor, N.Y.",Construction Safety/Elevators,,,,2019-02-06T00:00:00.000
383191,DEPT OF DESIGN & CONSTRUCTION,External,Deputy Director of Outreach Coordination,ADM CONSTRUCTION PRJ MGR-NM,8299A,0,"Engineering, Architecture, & Planning",F,52137,141865,Annual,30-30 Thomson Ave L I City Qns,Infra-Coastal Resiliency,,,,2019-02-14T00:00:00.000
383191,DEPT OF DESIGN & CONSTRUCTION,Internal,Deputy Director of Outreach Coordination,ADM CONSTRUCTION PRJ MGR-NM,8299A,0,"Engineering, Architecture, & Planning",F,52137,141865,Annual,30-30 Thomson Ave L I City Qns,Infra-Coastal Resiliency,,,,2019-02-14T00:00:00.000
383193,DEPT OF ENVIRONMENT PROTECTION,External,City Seasonal Aide,CITY SEASONAL AIDE,91406,0,Building Operations & Maintenance,F,15,18.77,Hourly,"58-52 Grand Ave, Maspeth Queen",Meter Testing Station,,,,2019-02-11T00:00:00.000
383193,DEPT OF ENVIRONMENT PROTECTION,Internal,City Seasonal Aide,CITY SEASONAL AIDE,91406,0,Building Operations & Maintenance,F,15,18.77,Hourly,"58-52 Grand Ave, Maspeth Queen",Meter Testing Station,,,,2019-02-11T00:00:00.000
383199,FINANCIAL INFO SVCS AGENCY,Internal,DIRECTOR OF INFOSEC SPECIAL PROJECTS,SENIOR IT ARCHITECT,95711,0,"Technology, Data & Innovation",F,100000,160000,Annual,5 Manhattan West,OPS Risk Management,,,,2019-02-07T00:00:00.000
383199,FINANCIAL INFO SVCS AGENCY,External,DIRECTOR OF INFOSEC SPECIAL PROJECTS,SENIOR IT ARCHITECT,95711,0,"Technology, Data & Innovation",F,100000,160000,Annual,5 Manhattan West,OPS Risk Management,,,,2019-02-07T00:00:00.000
383203,DEPT OF DESIGN & CONSTRUCTION,External,Director,ADMINISTRATIVE ENGINEER,10015,M2,"Engineering, Architecture, & Planning",F,63031,168433,Annual,30-30 Thomson Ave L I City Qns,Infra-Design 2-Executive,,,,2019-02-14T00:00:00.000
383203,DEPT OF DESIGN & CONSTRUCTION,Internal,Director,ADMINISTRATIVE ENGINEER,10015,M2,"Engineering, Architecture, & Planning",F,63031,168433,Annual,30-30 Thomson Ave L I City Qns,Infra-Design 2-Executive,,,,2019-02-14T00:00:00.000
383219,HOUSING PRESERVATION & DVLPMNT,External,Special Programs and Policy Analyst,HOUSING DEVELOPMENT SPECIALIST,22507,2,Constituent Services & Community Programs,F,65783,75651,Annual,100 Gold Street,"Policy, Budget & Special Prg",,,,2019-02-07T00:00:00.000
383219,HOUSING PRESERVATION & DVLPMNT,Internal,Special Programs and Policy Analyst,HOUSING DEVELOPMENT SPECIALIST,22507,2,Constituent Services & Community Programs,F,65783,75651,Annual,100 Gold Street,"Policy, Budget & Special Prg",,,,2019-02-07T00:00:00.000
383230,DEPARTMENT OF CORRECTION,Internal,Data Analyst,COMMUNITY COORDINATOR,56058,0,"Technology, Data & Innovation",F,52524,60403,Annual,75-20 Astoria Blvd,Commissioner,,,,2019-02-11T00:00:00.000
383230,DEPARTMENT OF CORRECTION,External,Data Analyst,COMMUNITY COORDINATOR,56058,0,"Technology, Data & Innovation",F,52524,60403,Annual,75-20 Astoria Blvd,Commissioner,,,,2019-02-11T00:00:00.000
383242,ADMIN FOR CHILDREN'S SVCS,Internal,Team Leader / Attorney Level 3,AGENCY ATTORNEY,30087,3,Legal Affairs,F,73938,85335,Annual,330 Jay Street,Family Court Legal Svcs-Fcls,,,,2019-02-12T00:00:00.000
383251,DEPT OF ENVIRONMENT PROTECTION,External,Economist,ECONOMIST,40910,1,"Communications & Intergovernmental Affairs Engineering, Architecture, & Planning Finance, Accounting, & Procurement Technology, Data & Innovation Policy, Research & Analysis",F,44104,66739,Annual,59-17 Junction Blvd Corona Ny,Environmental Planning Support,,,,2019-02-08T00:00:00.000
383251,DEPT OF ENVIRONMENT PROTECTION,Internal,Economist,ECONOMIST,40910,1,"Communications & Intergovernmental Affairs Engineering, Architecture, & Planning Finance, Accounting, & Procurement Technology, Data & Innovation Policy, Research & Analysis",F,44104,66739,Annual,59-17 Junction Blvd Corona Ny,Environmental Planning Support,,,,2019-02-08T00:00:00.000
383254,POLICE DEPARTMENT,Internal,Senior Police Administrative Aide,SENIOR POLICE ADMINISTRATIVE A,10147,0,Administration & Human Resources,F,42650,55430,Annual,Not Used,Not Used,,,,2019-02-07T00:00:00.000
383256,NYC HOUSING AUTHORITY,Internal,CARETAKER X (HA,CARETAKER (HA),90645,0,Building Operations & Maintenance,F,29636,43079,Annual,Pelham Parkway Houses,Bronx Property Management,,,,2019-02-12T00:00:00.000
383260,TAXI & LIMOUSINE COMMISSION,External,Radio Room Operator,OPERATIONS COMMUNICATION SPECI,20271,1,"Public Safety, Inspections, & Enforcement",F,38923,52445,Annual,24-55 Bklyn Qns Expy Woodside,Enforcement Admin,,,,2019-02-07T00:00:00.000
383260,TAXI & LIMOUSINE COMMISSION,Internal,Radio Room Operator,OPERATIONS COMMUNICATION SPECI,20271,1,"Public Safety, Inspections, & Enforcement",F,38923,52445,Annual,24-55 Bklyn Qns Expy Woodside,Enforcement Admin,,,,2019-02-07T00:00:00.000
383276,DEPT OF ENVIRONMENT PROTECTION,External,Senior Construction Manager,CONSTRUCTION PROJECT MANAGER,34202,3,"Engineering, Architecture, & Planning",F,69963,118610,Annual,59-17 Junction Blvd Corona Ny,Green Infrastructure,,,,2019-02-08T00:00:00.000
383276,DEPT OF ENVIRONMENT PROTECTION,Internal,Senior Construction Manager,CONSTRUCTION PROJECT MANAGER,34202,3,"Engineering, Architecture, & Planning",F,69963,118610,Annual,59-17 Junction Blvd Corona Ny,Green Infrastructure,,,,2019-02-08T00:00:00.000
383279,DEPT OF PARKS & RECREATION,Internal,Operations Associate,COMMUNITY ASSOCIATE,56057,0,Administration & Human Resources Building Operations & Maintenance,F,37217,61936,Annual,24 West 61 Street,MN BORO COMMISSIONER,,,,2019-02-08T00:00:00.000
383281,POLICE DEPARTMENT,Internal,Senior Police Administrative Aide,SENIOR POLICE ADMINISTRATIVE A,10147,0,Administration & Human Resources,F,42650,55430,Annual,"1 Police Plaza, N.Y.",ITB Administrative Div/Civ,,,,2019-02-08T00:00:00.000
383283,DEPT OF YOUTH & COMM DEV SRVS,Internal,Sr. Training and System Support Specialist,ASSOCIATE CONTRACT SPECIALIST,40562,0,Constituent Services & Community Programs,F,58440,88062,Annual,"2 Lafayette St., N.Y.",SONYC,,,,2019-02-07T00:00:00.000
383285,DEPT OF ENVIRONMENT PROTECTION,Internal,Green Infrastructure Engineer,CIVIL ENGINEER,20215,1,"Engineering, Architecture, & Planning",F,65783,75651,Annual,59-17 Junction Blvd Corona Ny,Green Infrastructure,,,,2019-02-08T00:00:00.000
383285,DEPT OF ENVIRONMENT PROTECTION,External,Green Infrastructure Engineer,CIVIL ENGINEER,20215,1,"Engineering, Architecture, & Planning",F,65783,75651,Annual,59-17 Junction Blvd Corona Ny,Green Infrastructure,,,,2019-02-08T00:00:00.000
383289,DEPT OF PARKS & RECREATION,Internal,Purchasing Associate,COMMUNITY ASSOCIATE,56057,0,Administration & Human Resources Building Operations & Maintenance,F,37217,61936,Annual,Flushing Meadow Pk Olmsted Ctr,Forestry & Horticulture,,,,2019-02-08T00:00:00.000
383298,DEPT OF PARKS & RECREATION,Internal,Painter,PAINTER,91830,0,Building Operations & Maintenance,F,76350.33,76350.33,Annual,Randalls Island 5-Boro Shops,CW Administration,,,,2019-02-08T00:00:00.000
383302,POLICE DEPARTMENT,Internal,Principal Administrative Associate Level III,PRINCIPAL ADMINISTRATIVE ASSOC,10124,3,Administration & Human Resources,F,54638,83500,Annual,Not Used,Intelligence Bureau/Civ/Cadets,,,,2019-02-07T00:00:00.000
383311,DEPT OF ENVIRONMENT PROTECTION,Internal,CMMS Liaison,COMPUTER ASSOC (TECH SUPP),13611,1,"Technology, Data & Innovation",F,47797,69595,Annual,96-05 Horace Harding Expway,Capital Planning,,,,2019-02-08T00:00:00.000
